法人代码,法人单位,法人,职务,乡（镇）,村（街）,街道办事处,居委会,地名代码,省地县码,乡村码,区号,电话,电话分机,传真,传真分机,邮政编码,主要产品1,主要产品2,主要产品3,行业类别,会计制度类,注册类型,控股情况,隶属关系,开业时间年,开业时间月,营业状态,建房资级,产活单位数,农林牧渔业,工业,建筑业,交通运输业,批发零售贸,餐饮业,其它,企业规模,轻重工业,从业人数,工业产值固,工业产值现,新产品产值,工业销售现,出口交货值,全部职工,工业增加值,流动资产计,应收帐净额,存货,产成品,流动均余额,长期投资,固定资产合,固资原价合,生产经营用,累计折旧,本年折旧,固资净年余,无形递延合,无形资产,资产总计,流动资产负,长期负债合,负债合计,所有者权益,实收资本,国家资本金,集体资本金,法人资本金,个人资本金,港澳台资本,外商资本金,销售收入,销售成本,销售费用,销售税附加,销售利润,其它业务利,管理费用,税金,财产保险费,劳待保险费,财务费用,利息支出,营业利润,补贴收入,利润总额,亏损总额加,利税总额加,就交所得税,应付利润,年应付工资,主营业务应,年应付福利,主营业务福,应交增值税,本年进项税,本年销项税,中间投入合,税金（加）,YEAR
101101038 ,北京起重机器厂,曾志荣,厂长,,广渠门外大街31号,双井,起重,105,111628,2,10,67722277,4,67717095,,100022,汽车起重机,轮胎起重机,,3531,1,110,1,20,1950,4,1,,7,0,1,0,0,2,0,4,13,23,2230,159723,188111,84683,168117,13560,2217,73242,287050,58880,91022,30416,300948,2551,163371,210563,116038,82807,6579,129094,3750,0,456722,251019,71311,322330,134392,65254,0,0,65254,0,0,0,181358,150808,5028,577,24945,2522,31325,1815,355,10824,4888,4888,-8746,0,107,0,6457,0,0,23569,23569,3300,3300,5773,23201,29426,120642,6350,2000
101101046 ,北京鼓风机厂,张海龙,厂长,,广外鸭子桥路21号,广外,鸭子桥,104,110820,2,10,63266736,,63266726,,100055,风机制造业,,,3534,1,110,1,20,1958,1,1,,1,0,1,0,0,0,0,0,13,23,946,7422,7840,0,9769,0,573,844,60360,8443,7482,5368,62661,0,46078,60106,58763,22693,1913,38430,6517,0,112955,102012,6415,108427,4528,23442,15844,7598,0,0,0,0,9122,7495,197,39,1391,65,9176,449,45,2559,3,3,-7723,0,-8739,-8739,-8516,0,0,5765,5130,807,754,184,826,1218,7180,223,2000
101101070 ,北京照明器材公司,肖德全,经理,直门内,大街,新街口,新西,102,110305,1,10,62252535,,62252535,,100035,灯具,,,4073,1,110,1,20,1956,4,1,,2,0,1,0,0,1,0,0,22,12,557,6352,5618,0,6274,0,411,3315,32371,2456,4223,3908,43103,1202,25411,38481,2992,13208,957,26650,0,0,58984,32972,3788,36760,22224,7593,0,0,7593,0,0,0,5873,4521,355,45,952,13925,10031,276,30,2746,1388,1388,3458,0,1402,0,2854,463,0,4117,1526,576,214,1407,13195,14601,3710,1452,2000
101101097 ,北京白菊电器集团,刘启超,总经理,卢沟桥,南里8号,宛平地区,南里一,106,111401,3,10,83896633,20,83896633,,100072,洗衣机,电机,,4061,1,143,1,20,1957,1,1,,1,0,1,0,0,0,0,0,13,12,1850,136851,118322,100655,117373,0,1830,2177,191468,78064,55895,19951,188876,20800,216512,312543,285836,103321,9487,214463,18184,0,446964,221817,147705,369522,77442,44310,0,0,44310,0,0,0,114627,112481,6174,62,-4090,10917,26469,1378,456,77,4981,4532,-24623,0,509,0,3658,176,0,16761,16761,2183,2183,3087,21695,25396,119232,3149,2000
101101118 ,北京市第三水泥管厂,黄立平,厂长,,水库路,城区,朝凤庵,221,110156,4,10,69742588,,69742588,,102249,水泥管,,,3121,1,110,1,20,1978,10,1,,1,0,1,0,0,0,0,0,21,23,716,29364,62002,0,51947,0,569,23540,59504,26958,18237,14971,51294,8075,16464,31254,25923,21405,2133,11918,0,0,84043,57664,-2350,55314,28729,21648,2964,0,18684,0,0,0,52768,34071,1156,253,17288,-917,12395,346,38,2496,804,800,3172,0,706,0,4491,310,0,10925,10925,1481,1481,3532,0,0,41994,3785,2000
101101134 ,北京市科通电子继电器总厂,吉成祥,厂长,,白纸坊东街31号,白纸坊,四印机,104,110719,1,10,63521790,,63520404,,100054,开关控制设备制造业,,,4024,1,143,2,50,1965,1,1,,1,0,1,0,0,0,0,0,12,23,586,16827,14151,175,13898,0,567,5987,14735,331,7504,4296,16874,0,28897,40959,40959,17451,2360,23989,0,0,43632,17024,11560,28584,15048,10469,0,7146,3323,0,0,0,12635,8244,1009,44,3338,1109,3968,110,22,77,316,316,163,0,154,0,637,51,0,4385,4385,614,614,439,1300,1739,8603,483,2000
101101150 ,北京正东电子动力集团有限公司,李松平,董事长,仙桥路,酒仙桥路4号,酒仙桥,大一,105,111128,5,10,64361122,21,64377041,,100015,蒸汽,火力发电,煤气,4430,1,110,1,20,1956,11,1,,1,0,1,0,0,0,0,0,13,22,1157,64290,86956,0,86784,0,1279,-46679,171274,86782,6534,5185,118125,28511,290826,437824,295699,184798,20808,204988,397,361,491008,157374,1920,159294,331714,282549,0,0,282549,0,0,0,96377,158514,1947,92,-64176,8441,38062,1516,0,7895,1944,1944,-95741,98300,2556,0,2648,323,0,28867,28867,4877,4877,-800,15071,14271,133635,92,2000
101101230 ,北京市德安汽车修理厂,史常富,厂长,,安德里北街25号,和平里,安德里,101,111065,2,10,62019911,,62013088,,100011,汽车修理,,,3782,1,110,1,10,1970,8,1,,1,0,1,0,0,0,0,0,30,23,378,14819,14314,0,14314,0,380,6768,7739,1765,1911,724,8829,3000,18494,30485,18587,12407,1132,18531,0,0,29682,5383,4047,9430,20252,11149,6842,0,4307,0,0,0,14328,9305,0,396,4627,1930,6042,274,76,1012,269,269,246,0,246,0,1365,0,100,3684,3684,694,694,723,1057,1780,8269,1119,2000
101101249 ,北京电子管厂,王东升,厂长,仙桥路,10号,酒仙桥,万红路,105,111137,5,10,64362255,25,64363965,,100016,模具零件,仪器仪表,,4151,1,110,1,20,1956,10,1,,1,0,1,0,0,0,0,0,30,23,2092,28244,28425,0,29404,0,750,6273,142140,5048,7321,134,147640,1110640,28904,60221,26710,31317,3534,59982,53614,53376,1335298,95515,338259,433774,901524,119939,0,0,119939,0,0,0,29406,23700,642,138,4926,12638,50238,748,37,31101,11091,11091,-43765,0,38671,0,41137,206,0,13790,6949,1926,972,2328,5260,7159,24480,2466,2000
101101257 ,北京纺织器材厂,王文碑,厂长,铁匠营,顺五条4号,东铁匠营,孙家场居委会,106,110767,3,10,67627711,,67613693,,100079,木梭,塑料纱管,钢丝圈,3635,1,120,9,50,1958,6,1,,1,0,1,0,0,0,0,0,22,23,630,12048,14680,0,14405,0,374,5286,19358,2990,12143,8113,17263,5022,7113,19677,19656,12671,755,7380,0,0,31493,17606,0,17606,13887,13466,13466,0,0,0,0,0,15082,12187,668,121,2106,468,3327,78,44,1640,388,381,-1141,0,-1178,-1178,149,0,0,4488,4488,667,667,1206,1500,2706,10600,1327,2000
10110129X,北京市时代文具公司,张志忠,经理,回龙观,二拨子,回龙观,二拨子,221,110855,5,10,62913791,20,62913687,,102208,金属结构机械配件,销售铅笔铅芯,卫生洁具建筑材料,3410,1,110,1,20,1956,1,1,,1,0,1,0,0,0,0,0,21,23,171,5636,5556,0,6810,4459,299,-3022,35815,1747,5563,4438,26301,42531,22322,29206,19583,11218,798,16138,409,0,101077,73205,2015,75220,25857,20696,18144,0,2552,0,0,0,7498,11358,290,79,-4229,2225,9723,206,80,2990,-12,-12,-11715,39973,0,0,482,0,0,4192,3071,587,113,403,126,751,8981,482,2000
101101329 ,北人集团公司,朱武安,董事长,,广渠路南侧44号,双井,人机,105,111621,3,10,67737711,62,67714032,,100022,PZ1440C八开胶印机,,,3627,1,110,1,20,1952,7,1,,1,0,1,0,0,0,0,0,12,23,764,138707,149829,62700,147761,1381,1396,66790,351637,30685,28765,12289,301737,863240,215498,183720,49605,32619,13956,193325,7462,0,1437837,285826,12415,298241,1139596,171267,0,0,171267,0,0,0,149159,119978,6607,1215,21359,15258,46959,1798,654,9652,2681,2658,-13023,0,24,0,30735,0,0,32101,32101,1009,1009,29496,77927,106694,112535,30711,2000
101101337 ,北京绝缘材料厂,郭建国,厂长,,菜户营12号,太平桥,菜户营东街,106,110238,2,10,63466531,,63466531,,100054,绝缘材料,,,4043,1,110,1,20,1955,9,1,,1,0,1,0,0,0,0,0,22,23,327,30106,24498,4118,22260,5260,369,-1004,73973,23450,15545,13778,86041,2000,40400,51409,28597,13156,2200,39252,46095,0,162468,160263,20158,180421,-17953,13556,0,0,13556,0,0,0,27061,24892,2210,29,-70,280,9985,249,24,1384,11142,11142,-20917,0,-7361,-7361,-6215,0,0,4696,4696,466,466,1117,5184,6301,26619,1146,2000
101101396 ,北京长空机械有限责任公司,张守良,总经理,,安翔里1号,亚运村,503厂,105,110937,5,10,64886111,,64872322,,100101,飞机制造业,,,3771,1,110,1,10,1969,6,1,,2,0,1,0,0,1,0,0,13,23,1167,31785,37668,10958,29481,6166,1068,8651,162791,21742,24800,6576,162724,184548,55442,92590,65419,53397,4561,43887,2587,2587,405368,124298,47637,171935,233433,45545,45545,0,0,0,0,0,29524,18636,651,0,10237,4805,18416,442,20,6592,4128,3337,-7502,2500,218,0,218,16,300,15769,15769,2355,2355,-1063,2986,1751,29017,0,2000
101101417 ,北京市电线电缆总厂,童志强,厂长,,建国门外郎家园8号,建国门外,郎家园,105,110105,3,10,65810755,,65812766,,100026,电力电缆,通讯电缆,布电线,4041,1,110,1,20,1936,4,1,,1,0,1,0,0,0,0,0,12,23,1017,97916,94740,5320,92000,550,1116,19344,109729,15914,47390,35750,74265,888,49592,95610,52841,50098,4545,46613,47,18,160256,111993,24983,136976,23280,33505,0,9153,24352,0,0,0,100320,84497,5431,284,10108,3838,12674,453,19,3363,816,805,456,0,271,0,951,23,0,10758,10758,1358,1358,396,14926,15322,75792,680,2000
10110145X,北京古桥电器公司,许光,总经理,大红门,久敬庄56号,大红门,久敬庄,106,110418,3,10,67979658,,67987214,,100076,空调器,,,4065,1,143,1,20,1954,4,1,,1,0,1,0,0,0,0,0,13,12,693,1305252,457796,0,374397,0,693,2155,199007,-9907,155835,92361,192930,1200,62065,101898,94908,44677,7627,57627,70608,0,332880,211575,123819,335394,-2514,23066,0,9461,13605,0,0,0,374409,317776,46116,733,9784,152,20464,301,623,2982,7011,4576,-17539,0,4401,0,9266,447,0,11389,11389,1594,1594,4132,59754,63859,459773,4865,2000
101101476 ,北京市造纸包装工业公司,刘顺舟,经理,直门外,香河园1号,东直门,北香河园,101,110934,2,10,64660220,,64678331,,100028,机制纸及纸板,,,2221,1,110,1,20,1964,8,1,,1,0,1,0,0,0,0,0,12,11,6473,121923,143671,0,139806,0,3039,6555,376937,29603,123471,85832,410850,84416,326002,358013,201413,79105,6345,248400,99134,21020,886489,490527,220063,710590,175899,97688,97688,0,0,0,0,0,140335,137758,9869,75,-7367,8220,66652,2111,1350,18066,11574,9484,-77373,0,101,0,2897,147,0,42612,42612,5861,5861,2721,25431,26427,139837,2796,2000
101101492 ,国营北京晨星无线电器材厂,李平,厂长,仙桥路,酒仙桥路2号,酒仙桥,大一,105,111128,5,10,64363608,,64361376,,100015,石英晶体谐振器,石英晶体滤波器,石英晶体振荡器,4160,1,110,1,20,1958,9,1,,1,0,1,0,0,0,0,0,13,23,1219,70775,33013,3209,33855,22278,951,20520,88577,20482,20648,3150,94461,21365,50337,120845,76050,71963,2153,44144,0,0,162540,60900,71775,132676,29864,28508,0,0,26058,2450,0,0,33539,26023,1143,326,6047,2983,7336,295,64,81,1537,1272,157,0,390,0,1824,116,200,7346,7346,1163,1163,1108,5458,4563,13601,1434,2000
101101505 ,北京雪花电器集团公司,程连元,总经理,黄村,兴华中路1号,黄村,西黄,224,110057,4,10,69243911,89,69244705,,102600,塑料薄膜,防渗片,管材,3010,1,143,1,20,1992,12,1,,1,0,1,0,0,0,0,0,12,23,1420,109073,109714,26238,112103,0,1719,8994,272734,67532,86067,24898,259286,168392,581634,765189,357317,186701,16235,584930,8760,0,1031520,615712,17791,633503,398017,212420,0,7427,204993,0,0,0,158735,144724,8679,16,5316,11850,44424,3307,0,8672,6898,6600,-34156,0,28,0,44,0,0,27085,27085,3792,3792,-306,28623,22237,100720,16,2000
101101513 ,邮电部北京邮票厂,王振宏,厂长,,右内大街8号,白纸坊,邮票厂,104,110720,1,10,63515981,,63515981,,100054,邮票,,其他印刷业,2319,1,110,1,10,1959,9,1,,1,0,1,0,0,0,0,0,13,11,839,63347,130230,0,142180,0,830,57972,152219,45156,47371,16478,213305,1074,267474,378644,360200,111896,23560,289283,0,0,420767,141345,577,141922,278845,83454,83454,0,0,0,0,0,526573,379349,1914,3921,141389,322,44254,1941,985,5249,2903,3057,94554,0,93949,0,137079,32290,8500,15420,8924,2159,1287,39209,50469,89678,111467,43130,2000
101101521 ,北京飞达电子集团公司,杨鲁阳,总经理,,苏州街75号,海淀,录音机厂,108,111235,3,10,62553801,,62574527,,100080,袖珍录音机,,,4172,1,143,1,20,1993,5,1,,1,0,1,0,0,0,0,0,13,12,1105,22828,18634,0,17017,0,320,-4517,233758,12218,21638,8422,197043,24322,61198,116485,58168,61424,2561,55833,0,0,319278,245218,70850,316068,3210,44513,0,6456,38057,0,0,0,14280,10783,472,25,3000,4674,18676,623,186,8625,6857,6733,-17859,0,8,0,355,0,0,5533,5533,775,775,322,2316,2438,23473,347,2000
10110153X,北京市小型动力机械厂,李长才,厂长,家堡路,88号,西罗园,市小型动力机械,106,110329,3,10,67222447,,,,100077,汽油机,AK-10启动机,,3512,1,110,1,20,1967,6,1,,2,0,1,0,0,1,0,0,22,23,770,10060,10310,0,10110,0,750,1743,49529,7335,27571,13964,51342,1187,36506,56219,48002,20060,1123,37523,381,0,87603,48824,8227,57051,30552,11647,11647,0,0,0,0,0,8767,3628,1779,404,2956,0,7930,269,9,4628,3477,3469,-8451,0,61,0,605,13,574,5106,5106,529,529,140,386,526,8707,544,2000
101101580 ,北京市电机总厂,林涛,厂长,,酒仙桥北路7号,酒仙桥,电机厂,105,111132,5,10,64362131,,64362011,,100015,交直流电动机,,,4012,1,110,1,20,1958,6,1,,1,0,1,0,0,0,0,0,13,23,1996,218815,209787,128221,185141,79823,2063,53231,207068,92511,64216,43230,207833,8543,86407,143625,108209,81648,4760,65039,0,0,302018,178788,27168,205956,96062,46587,43726,2861,0,0,0,0,189160,152421,7964,0,28775,2904,30328,721,238,11343,7215,3217,-5864,8535,2668,0,2668,1004,0,27575,27575,4239,4239,-1925,21663,19673,156556,0,2000
101101599 ,北京飞宇电子有限公司,韩燕生,厂长,,幸福三村北街1号,三里屯,幸福三村,105,110411,2,10,64635533,30,34677369,,100027,混合集成电路,功能部件,,4153,1,151,1,20,1969,3,1,,1,0,1,0,0,0,0,0,22,23,820,17404,15840,8452,15883,0,697,8505,21228,7094,7328,3998,17089,576,18741,46759,46604,28018,2891,19815,0,0,40545,17150,4488,21638,18907,10903,0,0,10903,0,0,0,13257,9841,187,122,3107,9449,11879,137,108,2065,657,657,20,0,159,0,1499,27,0,8180,8180,1132,1132,1218,1223,2254,8553,1340,2000
101101628 ,北京金鹰铜业有限责任公司,姚普铭,董事长,,梨园小,梨园,小街二,112,110661,5,10,60526450,,60527336,,101149,铜材,,,3381,1,159,1,20,1959,7,1,,2,0,1,0,0,1,0,0,22,22,455,118769,132809,48083,129952,5020,603,22115,109215,38589,50563,10459,108483,5893,156631,175534,166898,58343,6507,118331,158497,165,430236,29517,41277,70795,359441,359700,359700,0,0,0,0,0,145901,131125,21,151,14604,-55,12652,290,0,2612,1321,1321,576,0,598,0,2637,856,0,6642,6642,652,652,1888,22478,24289,112582,2039,2000
101101636 ,北京重型电机厂,王庆生,厂长,,吴家村,八宝山,,107,110125,5,10,68211199,24,68219680,,100039,汽轮发电机,电站汽轮机,交流电动机,4011,1,110,1,20,1958,5,1,,1,0,1,0,0,0,0,0,12,23,6261,181483,164558,124851,165093,0,3918,-9383,200473,2091,20083,801,1035009,131195,124377,183072,165523,75974,23051,385057,0,0,456045,71815,11435,83250,372795,245038,0,0,245038,0,0,0,113249,112195,8397,136,-7479,373,45988,2320,0,10786,15089,16520,-68183,0,-78249,-78249,-78071,0,0,48919,48919,7146,7146,42,25902,19203,173983,178,2000
101101660 ,北京东方电子集团股份有限公司,王东升,董事长,仙桥路,10号,酒仙桥,万红路,105,111137,5,10,64372373,,64373965,,100016,半导体分立器件,电真空器件,,4151,1,160,1,20,1993,4,1,,1,0,1,0,0,0,0,0,12,23,2164,150960,157770,14892,151411,2058,1773,99519,2691652,818997,300748,88344,1486039,777973,580853,566921,548662,173017,47735,382998,33152,33152,4083630,1478831,207524,1686355,2397275,794941,325429,0,251562,68450,0,149500,2246444,1970081,66263,3910,206190,550,81178,1339,1034,5490,29252,16024,96310,0,159769,0,206115,12310,46814,36071,36071,5050,5050,42436,116005,154708,100687,46346,2000
101101679 ,北京电影洗印录像技术厂,陈贵忠,厂长,,北三环中路40号,北太平庄,,108,110863,2,10,62014477,,62014308,,100088,16M/M彩色电影拷贝,35M/M彩色电影拷贝,,2320,1,110,1,10,1950,9,1,,1,0,1,0,0,0,0,0,13,12,730,28479,43691,0,46647,0,612,2494,81116,7751,16293,2754,73779,11013,79756,131409,131409,56742,2768,73321,0,0,171885,62724,0,62724,109161,70737,70737,0,0,0,0,0,40509,37209,1177,192,1931,17390,18428,0,0,0,0,0,893,0,1055,0,3182,348,0,9157,9157,379,379,1935,5896,7831,43132,2127,2000
101101716 ,北京铝材厂,王建军,厂长,梨园,小街,梨园,小街,112,110662,5,10,60525041,,60526832,,101149,铝型材,模具,,3383,1,110,1,20,1956,5,1,,1,0,1,0,0,0,0,0,22,22,357,74932,62671,5903,63516,0,366,6950,25988,6372,11962,5869,31107,8705,35724,76080,69136,43114,1989,34025,95437,0,165854,66994,102204,169198,-3344,6050,6050,0,0,0,0,0,62524,60890,2203,98,-667,2221,3675,317,128,1489,2456,2454,-4577,0,28,0,1351,0,0,4390,4390,622,622,1225,9730,10887,56946,1323,2000
101101724 ,北京印刷集团有限责任公司印刷一厂,王术功,厂长,角门南,甲64号,西罗园,角门,106,110361,3,10,67580970,,67584279,,100077,书刊印刷,胶印印刷,商品印刷,2311,1,110,1,20,1952,6,1,,1,0,1,0,0,0,0,0,13,11,1336,22878,42578,0,42022,0,1336,22230,57484,16746,7199,2823,65739,6493,108827,135308,71223,38168,4830,91868,2282,55,175086,33636,60460,94096,80990,58770,58770,0,0,0,0,0,42023,36041,0,257,5725,3604,16603,668,51,5418,-1407,157,-5867,0,-1877,-1877,1184,0,0,13475,5772,2205,1887,2804,4574,7283,23152,3061,2000
101101759 ,北京北方车辆制造厂,宋鹤龄,厂长,长辛店,朱家坟5里5号,长辛店,东二居委会,106,111141,4,10,83877711,25,83876659,,100072,汽车制造业,,,3900,1,110,1,10,1946,6,1,,8,0,2,0,0,0,0,6,12,23,5972,231940,322350,67530,322350,1050,4503,66380,178550,29070,58670,0,210300,151170,326320,492920,432780,194410,1200,335190,12080,0,668120,283430,87550,370980,297140,155080,155080,0,0,0,0,0,344140,297960,680,50,45450,2850,50330,912,0,1897,15260,15145,-17290,0,-20680,-20680,-15497,0,0,61131,61131,4368,4368,5133,13557,18422,261103,5183,2000
101101775 ,北京有色金属机械厂,贾军洋,厂长,沟桥乡,南里10号,卢沟桥乡,卢沟桥村委会,106,11201,5,10,83891203,,,,100072,机械配件,,,3613,1,110,1,50,1976,6,1,,1,0,1,0,0,0,0,0,30,23,198,1109,847,0,1019,0,165,52,14546,3546,8204,3945,14069,60,7189,12830,7151,6031,244,6920,2561,0,24356,18973,3326,22299,2057,2854,2854,0,0,0,0,0,1191,967,0,0,224,760,1379,107,0,321,247,247,-642,0,-669,-669,-518,0,0,626,316,101,22,151,107,258,946,151,2000
101101820 ,北京星航机电设备厂,段德胜,厂长,云岗,东王佐北路9号,云岗,,106,111201,5,10,68375056,,68376161,,100074,军品,防火保险柜,,3900,1,110,1,10,1960,4,1,,5,0,4,0,0,0,0,1,13,23,1866,219360,219400,0,223260,0,1871,222023,198738,30588,99472,10715,150906,13425,94239,150768,147300,63563,6629,93392,2400,0,308802,170086,39075,209161,99641,108204,108204,0,0,0,0,0,212172,181716,2526,277,27653,523,29296,273,167,10504,2439,2726,-3559,4000,860,0,3760,0,0,25875,25875,3614,3614,2623,6416,8965,0,2900,2000
101101900 ,北京玻璃集团公司,薄贯亚,总经理,大望路,21号,双井,下甸,105,111645,3,10,67711645,,67711645,,100022,日用玻璃制品,包装瓶,玻璃器皿,3147,1,110,1,20,1964,4,1,,9,0,1,0,0,4,0,4,12,12,8181,272616,267443,42814,255042,35227,5109,119132,634971,30558,177414,129948,641942,316455,485825,617499,392730,205935,21737,421080,40871,570,1478122,873845,275681,1149526,328596,199922,199922,0,0,0,0,0,248362,196982,8000,1522,41858,49443,81926,2332,779,29009,42523,42123,-33148,2000,65,0,18976,0,580,70045,52763,9018,6723,17389,39312,53546,165700,18911,2000
101101919 ,北京邮电通信设备厂,杨廉斯,厂长,,酒仙桥将台路5,酒仙桥,十二所,105,111135,5,10,64375731,,64376891,,100016,微波通信设备,通信电源,程控交换机,4111,1,110,1,10,1941,9,1,,1,0,1,0,0,0,0,0,13,23,1080,30481,26053,5976,26547,0,1182,22703,755828,282798,202440,33191,536665,367830,113817,142912,127777,49230,6299,83060,0,0,1237475,751941,50697,802638,434837,43631,43631,0,0,0,0,0,2142477,2107668,22941,438,11430,41001,116518,918,95,5004,23959,23820,-88046,0,97275,0,97713,23,0,28597,28597,4004,4004,-5218,391108,385890,3350,438,2000
101102022 ,北京第二机床厂,崔志成,厂长,,广安门外红居东街2号,宣武区广安门外,大街西,104,110835,2,10,83896622,2,83896483,,100055,磨床,镗床,超精机,3521,1,110,1,20,1953,7,1,,1,0,1,0,0,0,0,0,13,23,2264,38306,41624,6131,35051,445,2307,8317,201730,17591,139531,34610,203879,33614,101518,122607,122607,58651,5910,62680,0,0,336862,196717,68019,264736,72126,50000,0,0,50000,0,0,0,35051,34359,1236,192,-736,-1170,30030,813,424,9490,7021,6981,-38957,948,1,0,2070,0,0,18558,7880,2598,1103,1877,5073,6475,35184,2069,2000
101102073 ,北京市半导体器件六厂,张国材,厂长,南菜园,甲2号,白纸坊,南菜园,104,110738,1,10,63545060,,63545456,,100054,二极管,场效应管,,4153,1,143,1,20,1970,1,1,,1,0,1,0,0,0,0,0,21,23,243,6823,5041,1369,4524,0,430,2578,35288,1823,8766,5569,36829,9899,16951,34345,14559,20939,348,8724,1896,0,64034,11477,28846,40323,23711,12845,0,9261,3584,0,0,0,12401,9896,1498,51,956,1896,3025,170,3,94,-201,0,28,0,22,0,554,17,0,3292,3292,371,371,481,1555,1980,2944,532,2000
10110225X,北京消防器材厂,李饶,总经理,闫村,焦庄,闫村,焦庄,111,110160,4,10,89319391,,89316643,,102413,改装消防车,灭火器,干粉,3725,1,110,1,10,1956,11,1,,1,0,1,0,0,0,0,0,21,23,309,3152,3356,0,3126,0,234,620,7034,117,3103,1602,7328,1932,24772,37607,2471,13203,750,24981,0,0,33738,33436,0,33436,302,8794,8794,0,0,0,0,0,1924,1925,77,0,-78,377,3592,211,0,1204,988,2,-4281,0,-4419,-4419,-4419,0,0,1361,1361,199,199,-24,386,362,2736,0,2000
101102401 ,北京轴承厂,许福兴,厂长,长陵,泰陵,长陵,泰陵,221,110102,5,10,60761402,,60761144,,102213,轴承,,,3541,1,110,1,20,1968,9,1,,1,0,1,0,0,0,0,0,22,23,924,50239,61148,10394,46974,0,958,20837,134844,64404,59323,15836,134357,800,40517,27407,26550,19679,1189,7714,0,0,176161,78563,74355,152918,23243,8563,0,0,8563,0,0,0,45837,31105,3699,238,10795,186,11285,141,227,2598,4282,4279,-4586,0,-4930,-4930,-1707,0,0,11036,5631,1403,788,2985,5971,8933,43296,3223,2000
101102428 ,北京大华无线电仪器厂,赵玉莲,厂长,学院路,五号,学院路,768厂,108,111057,5,10,62937133,,62921291,,100083,稳压稳流电源,电子测量仪器,计算机,4230,1,110,1,20,1965,4,1,,5,0,2,1,0,0,0,2,13,23,1007,64651,57047,8105,45754,3540,881,26550,98382,38665,34739,8283,93183,1368,67697,101320,77757,42488,1997,47750,1972,1718,169419,80696,38573,119269,50150,13294,5000,0,8294,0,0,0,105652,99589,3001,251,2811,14852,13908,402,150,1608,2314,2314,1441,0,1328,0,3871,438,0,9167,9167,1283,1283,2292,10106,12050,32789,2543,2000
101102436 ,国营北京第一无线电器材厂,杨良柏,厂长,仙桥路,酒仙桥路2号,酒仙桥,大一,105,111128,5,10,64364728,,64363604,,100015,扬声器,传声器,线绕电阻,4160,1,110,1,20,1956,7,1,,3,0,2,0,0,1,0,0,13,23,1475,75092,64215,9728,63413,28948,1123,20132,99893,7278,22246,14414,110900,16753,46364,86883,53127,44296,1797,42367,8483,0,171493,101286,11333,112619,58874,45374,0,0,45374,0,0,0,75460,68914,87,260,6199,9701,16412,625,67,8616,-155,-29,-357,10,36,0,3279,0,0,14800,11036,2072,1545,2983,944,7175,47066,3243,2000
101102559 ,北京机床电器厂,王宝祥,厂长,,安化北里18号,龙潭,安化寺,103,110414,1,10,67118883,30,67142952,,100062,机床电器,低压电器,,4027,1,110,1,20,1958,9,1,,1,0,1,0,0,0,0,0,22,23,630,28462,30053,3883,28680,0,654,10052,63624,26163,17806,5326,63858,7470,20005,42472,42472,23747,2021,17712,0,0,91099,34865,15686,50551,40548,28415,0,570,27845,0,0,0,27590,18035,1724,277,7554,3434,9751,156,24,2830,1287,1287,-50,0,203,0,2788,30,0,5868,5868,822,822,2308,3306,5614,22309,2585,2000
101102604 ,北京凌奇印刷有限责任公司,张根祥,厂长,成门外,百万庄8号楼,阜成门外,百万庄8号楼,102,110801,2,10,68311215,,68311215,,100037,激光照排,胶印印刷,,2311,1,110,1,10,1937,11,1,,1,0,1,0,0,0,0,0,21,11,539,29433,37577,0,37577,0,530,13055,19819,38,6442,4319,18208,7613,48868,73118,63774,31530,3700,52950,1316,1316,77616,31269,650,31919,45697,38168,37214,0,954,0,0,0,37217,30050,103,138,6926,5195,10478,138,142,3839,15,15,1628,0,2635,0,3954,0,1365,9526,9526,1334,1334,1181,4925,5708,25703,1319,2000
101102727 ,北京兆维电子(集团)有限责任公司,鲍玉桐,厂长,仙桥路,酒仙桥路,酒仙桥,万红路,105,111137,5,10,64361155,22,6476621,,100016,程控交换机,背头显示系统,,4112,1,151,1,20,1957,9,1,,1,0,1,0,0,0,0,0,12,23,3507,250161,201284,107995,235201,0,2802,45195,639246,114415,87017,35138,547399,356246,1102853,1059896,1046509,140213,6192,885077,3453,1203,2101798,819547,304275,1123822,977976,265995,0,0,265995,0,0,0,238926,159211,15708,379,63628,3455,106208,3411,0,33495,15531,-5345,-54656,0,37862,0,50576,0,0,48370,30156,6772,4222,12335,19862,31005,168424,12714,2000
101102743 ,北京重型汽车制造厂,刘文泰,厂长,,广渠门外大街双井一号,双井,广外第二,105,111606,2,10,67717766,32,67711373,,100022,矿用自卸汽车,,,3721,1,110,1,20,1954,1,1,,3,0,1,0,0,2,0,0,13,23,1460,64502,73400,0,20660,0,1521,35791,181205,69288,98249,13345,188675,963,88202,139751,95870,56682,5003,85045,0,0,270370,157363,22229,179593,90777,45364,0,0,45364,0,0,0,31923,26889,865,52,4117,1397,29338,1346,139,7157,6812,6807,-30636,0,-15796,-15796,-15044,0,0,15296,15296,2269,2269,700,6746,7105,38309,752,2000
